Message class,Client Name,No.,Message text,Resolution,Engie,Mars,Lufthansa,Daimler,Msg_Txt,Res,Category,vec_bow,vec_lsi,sims
FINS_CFIN_AC_DOC,Mars ,60,Config. of substitution account for account ** in company code ** missing,Updated the Configuration for Substitution Account,0,1,0,0,"['config', 'substitution', 'account', 'account', 'company', 'code', 'missing']","['updated', 'configuration', 'substitution', 'account']",1,"[(0, 2), (1, 1), (2, 1), (3, 1), (4, 1), (5, 1)]","[(0, 2.0053492725199638), (1, 0.6481487239558814), (2, -0.29972711512452876), (3, 0.13656426043928482), (4, 0.10057265648266335), (5, -0.7157528228759077), (6, 0.9427275482759488), (7, -0.5728127689755821), (8, 0.3899551496588546), (9, -0.5829787034498969), (10, 0.27135003651658374), (11, -0.9365567684244916), (12, 0.06432533960620618), (13, -0.0545906455885487), (14, 0.43993823305056834), (15, -0.3572549030210514), (16, 0.20367814132047304), (17, 0.0013245488297494307), (18, -0.042485583932730664), (19, 0.09562118038571726), (20, 0.2777425480850688), (21, -0.3793789973158325), (22, 0.15446642902018165), (23, -0.07309924509839069), (24, -0.004201848838018796), (25, -0.01261646829998728), (26, 0.02664580111525125), (27, -0.05213847052772454), (28, 0.013735625585970967), (29, 0.021890210964758995), (30, 0.06411341011452086), (31, 0.0039008318782550845), (32, 0.027673463756125106), (33, -0.0027305589829668088), (34, 0.11893466020879077), (35, -0.09971905089677102), (36, -0.04511687775004812), (37, 0.07009594818799142), (38, 0.0037901436674584706), (39, 0.00033969152035780506), (40, 0.12193048808665022), (41, 0.025892953005354914), (42, -0.0030587678011592644), (43, 0.03250682379630186), (44, -0.10328108502393378), (45, 0.07178847802001756), (46, -0.011935209292536789), (47, 0.0030552934621937665), (48, -0.015059782754203804), (49, 0.06055397874425278), (50, -0.031332157493131896), (51, 0.019411095434485152), (52, -0.04969307978069047), (53, 0.09992889145633618), (54, 0.12310959761808173), (55, -0.14247762950586093), (56, 0.02422618634680166), (57, -0.08619630334751224), (58, -0.008913517658075971), (59, 0.02270155448936824), (60, -0.04542130517270549), (61, 0.07943521422574906), (62, -0.09772949512813035), (63, 0.029127787645107803), (64, -0.06671937030312766), (65, -0.07868606156157604), (69, 0.06964393495154816), (70, 0.02107102376340121), (71, -0.0247261167749443), (72, -0.05165446715901292), (73, -0.014619752485223625), (74, 0.02066074217621515), (75, 0.058528369577984), (76, 0.02092847396286929), (77, 0.03181087517783334), (78, -0.023013059298407662), (79, -0.006132329964642365), (80, -0.008574954636996543), (81, 0.005049035153867776), (82, 0.015997745952139184), (83, 0.02137317893553399), (84, -0.011441822207435552), (85, 0.004800518362286153), (86, -0.0005345542068941004), (87, -0.006204997176415594), (88, 0.020852918974511272), (89, 0.00558875605069014), (90, 0.013826922889862814), (91, 0.025693563560701772), (92, -0.009935918809457718), (93, 0.011795381038142247), (94, -0.004747445184481985), (95, 0.021995826021207678), (96, 0.020027910931440157), (97, 0.006000016023987576), (98, -0.03509274722107826), (99, -0.006309014932880924), (100, -0.0009034948463708364), (101, -0.022296412291318988), (102, -0.007814563380325212), (103, -0.04882288053781154), (104, 0.03343874792926409), (105, -0.02767698182514962), (106, 0.037603978221191346), (107, 0.01858875867270587), (108, 0.00718836072312416), (109, -0.04052583592075123), (110, -0.04671179936195686), (111, -0.015439771004818255), (112, 4.397204381643982e-05), (113, 0.019578280865030398), (114, 0.0809383661824359), (115, -0.01697949411534224), (116, 0.07012225773278101), (117, 0.08147164585478105), (118, -0.03228957087696285), (119, -0.0407874729363952), (120, 0.0012236187689163777), (121, 0.01005896812258376), (122, -0.0066731563810793), (123, 0.016194057729499403), (124, 0.01509093919957575), (125, 0.01196045474796479), (126, -0.039199159574293804), (127, -0.04053958323477638), (128, -0.012133285520756439), (129, 0.04458175900303319), (130, 0.06568064797994137), (131, 0.040488661901777245), (132, -0.051680414738572905), (133, -0.09030139291366274), (134, -0.07403041434577717), (135, 0.008281877225858325), (136, -0.05206180010162511), (137, 0.04886656130664822), (138, 0.02515507490713422), (139, -0.08941375490589765), (140, -0.006480654508859138), (141, -0.0027102162599913927), (142, -0.06733077020551477), (143, -0.05077564383296616), (144, -0.14222308820442092), (145, 0.01823509037665383), (146, 0.036577909376728585), (147, 0.05767079425327089), (148, -0.05019670177718561), (149, 0.06222384564401898), (150, 0.020484918405640165), (151, 0.1298126638008959), (152, 0.0394071905245155), (153, -0.1996817848336485), (154, 0.06098242876574912), (155, 0.09873457644585029), (156, -0.14700886676455527), (157, -0.03835301289014091), (158, 0.014332895047076494), (159, -0.05395994558491338), (160, -0.0822889155102926), (161, -0.002399025447809588), (162, 0.05484712858519121), (163, 0.06920520902160389), (164, -0.07441019977222138), (165, -0.00949652570089668), (166, 0.05920056921190617), (167, 0.025827054125154722), (168, 0.4540426544310563), (169, -0.10770234383783062)]","[ 1.0000000e+00  2.5349009e-01  1.8626451e-09 -3.7252903e-09
 -1.3038516e-08 -3.9115548e-08  1.0108012e-01 -3.7252903e-09
  1.0572384e-01  1.1175871e-08 -2.2351742e-08  3.3413497e-01
  2.7234229e-01 -7.4505806e-09  3.3333340e-01 -1.4901161e-08
  0.0000000e+00  0.0000000e+00 -7.4505806e-09  1.9245008e-01
 -1.4901161e-08  7.4505806e-09  2.9802322e-08  1.6666666e-01
  5.5879354e-09  3.7252903e-09  1.4909095e-01  1.1785114e-01
  3.3359057e-01  5.4575527e-01  2.9823941e-01  7.4505806e-09
 -2.3283064e-10 -3.7252903e-09  2.2400993e-01 -3.7252903e-09
  7.5592905e-01  1.4901161e-08  4.4703484e-08  2.9901436e-01
 -5.5879354e-09  1.6763806e-08  5.4433095e-01 -1.6763806e-08
  0.0000000e+00  5.5879354e-09  1.4901161e-08 -8.8475645e-09
 -3.7252903e-08 -6.5192580e-09 -7.4505806e-09  3.7252903e-09
  0.0000000e+00  1.0000000e+00 -4.8894435e-09  3.3413497e-01
  9.3132257e-10  2.2266778e-01 -1.1175871e-08  3.7252903e-09
  9.3132257e-10  1.4901161e-08 -1.3038516e-08  1.8626451e-09
  3.3487716e-01  1.0108012e-01 -3.7252903e-09  5.1222742e-09
 -1.8626451e-09  9.3132257e-10  9.3132257e-10  1.8626451e-09
  2.3283064e-10  2.1158947e-01  0.0000000e+00  1.9245011e-01
 -3.7252903e-09  3.3333334e-01  3.3333337e-01  1.8626451e-09
 -7.4505806e-09  1.8626451e-09  1.3038516e-08  1.4901161e-08
  1.9373477e-01 -2.1420419e-08 -3.7252903e-09  2.5273323e-01
  5.4433095e-01  2.7234229e-01 -3.7252903e-09  2.5271228e-01
  1.4901161e-08  1.8626451e-08  7.4505806e-09  2.3570220e-01
  2.9823941e-01  3.7252903e-09  2.9820591e-01 -1.8626451e-08
  9.3132257e-10 -3.9115548e-08 -3.7252903e-09  1.0108012e-01
  1.1175871e-08  1.0572384e-01  5.5879354e-09  1.0000000e+00
  3.7252903e-09  5.5879354e-09  3.7252903e-09 -3.7252903e-09
 -4.4703484e-08 -7.4505806e-09  2.5260666e-01  3.3451873e-01
  5.4575527e-01  2.7453917e-01  4.4703484e-08 -1.4901161e-08
 -7.4505806e-09 -2.7939677e-09  2.5317514e-01  2.3613915e-01
  5.4503518e-01  6.6666675e-01 -1.1175871e-08 -2.2351742e-08
  1.2843430e-01 -1.3038516e-08  9.4868332e-01  4.0454096e-01
  1.1179504e-01  2.7370107e-01  0.0000000e+00  1.4901161e-08
 -1.4435500e-08  0.0000000e+00 -1.3038516e-08  5.4535830e-01
  0.0000000e+00  2.3283064e-09 -7.4505806e-09  3.7252903e-09
  4.4719484e-01 -1.3038516e-08  1.4229897e-01  1.4901161e-08
  1.4901161e-08 -8.3819032e-09 -7.4505806e-09  3.6980009e-01
  2.9818916e-01  2.0162028e-01  4.0209469e-01  3.5634828e-01
  7.4505806e-09  4.1793847e-01  5.3579557e-01  5.2221918e-01
  6.8942207e-01  0.0000000e+00  1.8626451e-09  3.3365810e-01
  4.0248799e-01  1.8520683e-01  3.9223230e-01  4.6418038e-01
  4.6418038e-01  8.3671205e-02 -2.2351742e-08 -2.7939677e-08
  2.9818916e-01  0.0000000e+00  2.9818916e-01  3.3365810e-01
  5.4535830e-01  7.4505806e-09  2.6077032e-08  3.7252903e-08
  3.3362728e-01  7.1269655e-01  3.7252903e-09  2.0162028e-01
  8.6237237e-02  1.1175871e-08  4.0324783e-01  3.3333340e-01
  3.7252903e-09  4.7197038e-01  7.6471901e-01  1.8626451e-09
  4.0248799e-01  3.4560972e-01  8.3671205e-02  7.4505806e-09
  2.5408918e-01  1.4901161e-08  1.2637725e-01  2.5310278e-01
  0.0000000e+00 -2.0489097e-08  3.7252903e-09 -7.4505806e-09
  1.4907116e-01  3.7252903e-09  4.7140455e-01 -7.4505806e-09
  2.9895508e-01  1.8626451e-09  2.2296020e-01 -1.4901161e-08
 -1.6763806e-08]"
FINS_CFIN_IF_MESSAGE,Mars ,4,Document ** Company Code ** Fiscal Year ** has the following errors:,"Summary of All Error, after resolving all Error it get Resolved Automatically ",0,1,0,0,"['document', 'company', 'code', 'fiscal', 'year', 'following', 'errors']","['summary', 'error', 'resolving', 'error', 'resolved', 'automatically']",2,"[(1, 1), (2, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1)]","[(0, 0.9822078014148676), (1, 0.026599693193541267), (2, -0.5924931767499808), (3, 0.725483429143782), (4, 0.45891507030414763), (5, 0.18290803518764986), (6, -0.03243750321376944), (7, 0.043103035336371415), (8, -0.16326204961823754), (9, -0.3529827763400056), (10, 0.08280128155667102), (11, 0.07298629677088926), (12, -0.36219147490620135), (13, 0.14547955131330342), (14, -0.5198489610732318), (15, -0.3093377137659226), (16, 0.2539861583489206), (17, 0.06276210926884417), (18, 0.06432268515724714), (19, -0.13900006750894464), (20, -0.1958294224631747), (21, 0.051686922625311674), (22, -0.14321376151523407), (23, -0.16986775529880513), (24, 0.26002673787437447), (25, -0.09725600875697982), (26, 0.17734476702716645), (27, -0.006999293405763309), (28, -0.0542360592105502), (29, -0.09788074203012116), (30, -0.17200588896710065), (31, 0.13642269250773303), (32, 0.12683235134058515), (33, 0.06730718411887529), (34, 0.10612024983545901), (35, 0.047333557117533745), (36, 0.19072563622642796), (37, 0.10498266129393212), (38, 0.32418890555287605), (39, 0.2332403290370485), (40, 0.32031137145324123), (41, -0.08010781232089133), (42, -0.16348539752970026), (43, -0.0950336718704555), (44, 0.06258842948056134), (45, 0.17925281941252885), (46, 0.8023808413606348), (47, -0.32709671796536754), (48, 0.04914684992357174), (49, -0.1288768706808972), (50, 0.3019252566291291), (51, 0.25316983195943), (52, -0.03722207096476883), (53, 0.08928028072804378), (54, 0.05917740567505627), (55, 0.3615539258224675), (56, -0.0340082947452765), (57, 0.34472543606113853), (58, -0.19492723409814813), (59, -0.01430939546229522), (60, -0.07106351989202321), (61, -0.22843010900170746), (62, -0.009442351798222275), (63, -0.15924299088200092), (64, 0.16924547169744103), (65, -0.13393963089676078), (69, -0.00690206876441272), (70, -0.3157525500550946), (71, -0.40086914535877666), (72, -0.027167767918417334), (73, -0.019156808113732347), (74, -0.08347925026388076), (75, 0.18285509399612382), (76, 0.5184396105989569), (77, 0.08002790349236046), (78, 0.20190269667444832), (79, -0.3015718289884773), (80, -0.032352168056583294), (81, 0.07052554811413893), (82, -0.12356402884110473), (83, 0.05576040454084713), (84, -0.17822484696833496), (85, -0.21937130979910835), (86, 0.023032205698026817), (87, 0.25104458359775295), (88, 0.4111286815792796), (89, 0.08868064530712882), (90, -0.08831470293626204), (91, -0.11769292819771128), (92, -0.17631497907900867), (93, -0.11592783221465863), (94, 0.017854428741321954), (95, -0.3028782690396267), (96, -0.012252303376370653), (97, 0.2800638247297479), (98, 0.11123501981610862), (99, 0.1875244524665949), (100, -0.07093307307595259), (101, 0.2746260136654708), (102, -0.26984328747993613), (103, 0.12700450334397362), (104, 0.21305834683333968), (105, 0.1888040034181252), (106, 0.11118032199071581), (107, -0.02301184096974928), (108, -0.22775091878115467), (109, 0.15817801344051133), (110, 0.040276084059217426), (111, -0.009366848730765626), (112, -0.003615605938243647), (113, 0.15801395678167537), (114, 0.028842151490288105), (115, -0.07990460795890447), (116, -0.019969445378935045), (117, 0.04306122872934945), (118, 0.005501845645272202), (119, -0.02104287235070018), (120, -0.0060804025514654275), (121, -0.014983237160778151), (122, -0.008193866151543501), (123, -0.026540821269479414), (124, 0.04777574470711182), (125, -0.0025232840296366965), (126, -0.033256067076586154), (127, 0.04967338989612662), (128, -0.021645269042567847), (129, -0.010891662801661428), (130, -0.057900187380594374), (131, 0.07475541066897659), (132, -0.3691226994472559), (133, -0.09481127164221048), (134, 0.14012377652382038), (135, -0.025333584805216247), (136, 0.03492987960018313), (137, 0.03573990071235954), (138, -0.007085259301815819), (139, 0.015616406433849775), (140, 0.006568173754225595), (141, -0.06005143016627687), (142, -0.021502288410395226), (143, -0.030978163504708653), (144, -0.013687816900997685), (145, -0.008433006516771688), (146, 0.035274420035758106), (147, 0.03935788386180586), (148, -0.009871318834561185), (149, -0.05943986073035301), (150, -0.004155337987901639), (151, 0.02436692189965015), (152, 0.04590281166771934), (153, 0.06227959918135901), (154, 0.05481986673051213), (155, 0.11195018875872975), (156, -0.028505437829927927), (157, -0.036681015694748687), (158, 0.047985921411469734), (159, -0.015779168444035874), (160, 0.10491437079961105), (161, -0.04270166399997102), (162, 0.09975590257454592), (163, -0.014893491099233715), (164, 0.09990345322629023), (165, 0.13112202533134057), (166, 0.06904705292068913), (167, 0.12457557967681918), (168, 0.015592646104019312), (169, 0.08233988916773158)]","[ 2.53490090e-01  1.00000000e+00  5.28034754e-04  2.68690288e-03
  1.06878579e-05  2.40286440e-03  1.19007900e-01  7.51823187e-04
  4.76429552e-01  4.16113436e-03  4.95690852e-03 -2.88754702e-04
 -1.49011612e-08 -3.41854338e-03  3.80235165e-01 -1.49011612e-08
 -4.68008220e-05 -4.68008220e-05 -1.92958862e-03  2.19528869e-01
 -1.15446746e-04 -4.65661287e-09  2.23517418e-08  1.90117553e-01
  5.74763119e-03 -2.56150961e-05  1.70022428e-01  1.34433404e-01
  3.80571783e-01  3.10971737e-01 -2.96533108e-05 -1.11758709e-08
 -2.09581107e-04 -1.30385160e-08  2.49055371e-01 -3.65085900e-04
  2.87430674e-01 -7.45058060e-09  1.26712024e-04 -8.89897346e-05
 -9.66191292e-05 -2.00532377e-05  3.10460627e-01  5.83142787e-03
 -1.86264515e-09 -4.27141786e-04 -6.94643706e-04 -2.29042023e-04
  5.63796610e-03  1.38546854e-01 -2.01849267e-04 -2.75067985e-04
  0.00000000e+00  2.53490090e-01  2.60406174e-04 -2.88754702e-04
  2.99446285e-04  6.66871667e-04  1.34215042e-01  2.66577959e-01
  5.53280115e-05  1.71605498e-05  1.06878579e-05 -5.16707078e-05
  2.50081241e-01  1.19007900e-01 -1.30385160e-08 -4.06652689e-05
  2.66936142e-04  2.18883157e-04 -2.33091414e-05 -4.70362604e-04
 -5.81409782e-04  2.42862239e-01  0.00000000e+00  7.45058060e-09
 -2.85282731e-05  3.80235106e-01  3.80235136e-01  9.31322575e-09
 -3.11738066e-03 -3.46337445e-04 -3.51637602e-04  2.97774374e-03
  9.85730439e-05  1.31450593e-04  7.51823187e-04  1.49810344e-01
  3.10460627e-01 -1.49011612e-08 -2.22695991e-04  2.89528161e-01
 -7.45058060e-09  1.12589076e-03 -3.91365029e-05  2.68866807e-01
 -2.96533108e-05  1.73434615e-04  3.40096831e-01  1.69039667e-01
  2.65408307e-05  2.40286440e-03  2.68690288e-03  1.19007900e-01
  4.16113436e-03  4.76429552e-01 -2.32107937e-04  2.53490090e-01
  9.50731337e-05  1.55154794e-01 -4.05311584e-05  7.92216882e-03
  1.26712024e-04  9.53818113e-03  4.86206263e-04  2.92986631e-04
  3.10971737e-01 -3.12417746e-04  1.26712024e-04 -1.49011612e-08
 -1.92958862e-03 -6.12437725e-05 -4.89398837e-04  3.97965312e-04
  3.10870469e-01  3.80235136e-01  1.34215042e-01  4.95690852e-03
  2.74784863e-03  1.49280250e-01  2.40481779e-01 -2.14725733e-05
  4.98816669e-01 -3.20889056e-04 -8.53568316e-04 -7.45058060e-09
  1.46741048e-04 -4.69982624e-05  1.06878579e-05  0.00000000e+00
  0.00000000e+00  2.33370811e-04 -2.53895298e-04 -1.66181475e-04
  5.05276024e-03 -2.65639275e-04  1.63046315e-01 -1.23346969e-03
 -1.36213563e-03  2.69504517e-01 -1.41374022e-03  2.10916489e-01
  1.20088458e-03  3.44035804e-01  4.58671540e-01  4.06488448e-01
  1.13577567e-01  1.88051820e-01  2.62231022e-01  2.55746037e-01
  3.96930635e-01  4.25344333e-05  1.88015401e-05  2.98023224e-08
 -1.99973583e-05  2.15474129e-01  4.47421461e-01  1.74846485e-01
  1.74846485e-01  9.85205695e-02  1.38670951e-03  1.38670579e-03
  1.20088458e-03  1.26584619e-03  1.20088458e-03  2.98023224e-08
  0.00000000e+00  1.36312097e-03  1.76824629e-03 -1.36214122e-03
  3.81838679e-01  4.06488448e-01  0.00000000e+00  3.44035804e-01
  3.88616145e-01  3.81726772e-03  4.59769398e-01  3.80235136e-01
 -7.45058060e-09 -2.03974545e-04  3.48927617e-01  1.88015401e-05
 -1.99973583e-05 -1.02818012e-04  9.85205695e-02  3.08882445e-04
  5.35424799e-04  3.43322754e-05  1.49901479e-01  2.87923902e-01
  2.59410590e-05 -8.65086913e-05 -2.85375863e-04 -1.85668468e-05
  1.70046300e-01  1.86264515e-09  2.68866807e-01  2.42911279e-04
  7.51599669e-04 -3.01256776e-04 -9.99718904e-05 -7.45058060e-09
  5.39424270e-03]"
FINS_FI_MASS_DATA,Mars ,110,** step ** failed for work package **; try again,"Summary of All Error, after resolving all Error it get Resolved Automatically ",0,1,0,0,"['step', 'failed', 'work', 'package', 'try']","['summary', 'error', 'resolving', 'error', 'resolved', 'automatically']",3,"[(11, 1), (12, 1), (13, 1), (14, 1), (15, 1)]","[(0, 0.007803787399807602), (1, -0.0649902394244609), (2, 0.019751302317154586), (3, -0.004617299305835285), (4, 0.051543613708946084), (5, -0.10601478639195047), (6, -0.10733407788297164), (7, -0.07196475057665302), (8, 0.038254332138639054), (9, -0.008851291388938072), (10, -0.015650610402026602), (11, -0.003313018910677589), (12, 0.08671786629096827), (13, 0.03498958688541127), (14, 0.037373196152028644), (15, 0.00915511022515395), (16, -0.008127016035251955), (17, -0.037024861471193916), (18, 0.08039579320861935), (19, -0.4134432109150735), (20, -0.03623044361564896), (21, -0.08357830784787532), (22, -0.11048962043248713), (23, 0.030252336728689152), (24, -0.09009753866085013), (25, -0.026356861701449758), (26, -0.046030833309671504), (27, -0.14714223369956672), (28, -0.0022016783391961034), (29, -0.051555523709378326), (30, 0.00524018081215682), (31, 0.006725992301456678), (32, -0.03878684821934198), (33, 0.016196515335692524), (34, 0.019784720862102992), (35, -0.03823225369525652), (36, 0.021523911376808338), (37, 0.036999421687340515), (38, 0.013083643467396308), (39, -0.08080964617097598), (40, -0.012496974911934147), (41, 0.02644113437493562), (42, 0.05681234559061348), (43, -0.015923420026634175), (44, -0.06374132361323265), (45, 0.02151652858394418), (46, 0.05668438877040311), (47, 0.003814434036290295), (48, 0.011066534080074332), (49, 0.06665538285080388), (50, 0.022695714435368865), (51, -0.001992592353665848), (52, -0.05272492385007774), (53, -0.10350180189194697), (54, -0.06561891552576525), (55, -0.0298413109039726), (56, -0.02706328955112345), (57, 0.06313354363066645), (58, 0.30152449834489886), (59, -0.1760421982277387), (60, -0.41603219891287446), (61, -0.18459414124933368), (62, -0.3078355762826101), (63, -0.45907538514738255), (64, -0.11375803312929474), (65, 0.003218472705859901), (69, 0.9686795552177332), (70, -1.238208469906115), (71, 1.066376120968737), (72, 0.06308592499007312), (73, -0.10797501534208613), (74, -0.39527387325140223), (75, -0.11989646734652226), (76, -0.17539060418266136), (77, 0.10017683749129089), (78, 0.12278394124524836), (79, 0.09606593809263306), (80, 0.09585073455392258), (81, 0.08498858829720433), (82, -0.012010114517505192), (83, -0.02104653643938961), (84, -0.04639383276379589), (85, -0.0994368060151717), (86, 0.019885945936235258), (87, -0.013995182645685285), (88, 0.04987792158483781), (89, 0.027373579636384773), (90, -0.044142156062024734), (91, 0.005404285224508925), (92, 0.03572471525550329), (93, -0.0014061100194203743), (94, -0.036136071391156356), (95, 0.057891981724799285), (96, -0.0030030229552689075), (97, -0.00010569289636442168), (98, 0.01720520099731169), (99, 0.016332028603990564), (100, 0.014905207255807521), (101, -0.03604245277098821), (102, 0.017007244530250144), (103, -0.014033192866711956), (104, -0.010972224029977419), (105, 0.01905798229487885), (106, 0.03695047987994522), (107, 0.0008254488036667225), (108, -0.029603869483779195), (109, -0.006179725775460962), (110, 0.04546648573816041), (111, -0.006912337860263924), (112, -0.009448326082511465), (113, 0.014189280786457804), (114, -0.01173920996772119), (115, -0.00828225101694478), (116, 0.004876405955154653), (117, -0.01230796978318801), (118, 0.004124866242495931), (119, -0.006208558118398894), (120, 0.0064562767768386615), (121, 0.0007602904911338791), (122, 0.004158214383661547), (123, -0.003898435709508029), (124, 0.0020883592394899337), (125, 0.006781546550127703), (126, -0.0004907318589687066), (127, 0.0012864785190807209), (128, 0.0014876901044464201), (129, -0.0001880689314418427), (130, 0.0004052701932055749), (131, -0.00016614448265934133), (132, 0.00015352560548190794), (133, 0.00023772125213451377), (134, 0.0002532492437491412), (135, 0.0019004837391570486), (136, 0.0019128053609767425), (137, -0.0010574587297139367), (138, -0.0017251464326263452), (139, 0.00104995867183883), (140, 0.008059312739611912), (141, 0.005200492709727348), (142, -0.0018127358110513014), (143, -0.0005626195987514227), (144, -0.002592193495401191), (145, -0.00028069931026979155), (146, 0.0024191670141139746), (147, 0.005153695101648493), (148, 0.0075886565345516166), (149, 0.0013951599444625379), (150, 0.00237281733212155), (151, 0.0013056058301074043), (152, 0.005318169066109693), (153, -0.0066680753505381374), (154, 0.015889253534302716), (155, 0.004389647299121932), (156, 0.009669916634973526), (157, -0.004087791727906586), (158, -0.003360973675678252), (159, 0.0031962909089802544), (160, 0.005914009183251228), (161, 0.0004651483236063053), (162, -0.0041028582980027), (163, -0.005285552899467749), (164, 0.020347524491380838), (165, -0.001204759737158579), (166, 0.005260317024767466), (167, 0.008270038066320443), (168, 6.258417132243663e-05), (169, 0.006007678744375128)]","[ 1.86264515e-09  5.28033823e-04  1.00000000e+00 -7.78213143e-05
 -2.73389742e-06 -6.95921481e-05  1.99344754e-03 -5.67082316e-06
  4.19889577e-04 -3.05986963e-04 -3.97533178e-04  6.36922196e-05
 -5.58793545e-09  1.55666471e-03 -3.72529030e-09 -1.86264515e-09
  1.03171915e-05  1.03171915e-05  1.70522481e-01  1.49011612e-08
  5.97126782e-05  6.51925802e-09 -4.65661287e-10  0.00000000e+00
 -4.95620072e-04  5.48269600e-05 -6.83404505e-06  3.72529030e-09
  3.42652202e-05  6.64391555e-05  4.74974513e-08  1.30385160e-08
  4.48591076e-04  0.00000000e+00  9.31808725e-04  1.94683671e-05
  9.31322575e-10  9.31322575e-10 -2.79461965e-05  1.52736902e-07
  2.13128515e-05  4.32841480e-05  0.00000000e+00 -4.78467438e-04
  1.86264515e-09  9.42023471e-05 -1.58837438e-03 -1.44349411e-04
 -3.86517495e-04  5.42368740e-04  3.50624323e-05  2.14572065e-05
  0.00000000e+00  1.86264515e-09 -2.50278041e-04  6.36922196e-05
 -1.37165189e-05 -1.65998936e-05 -7.73813576e-04  2.16270797e-04
 -1.18425116e-04  6.19329512e-07 -2.73389742e-06 -3.82268801e-04
  1.75513327e-04  1.99344754e-03  0.00000000e+00  3.20747495e-06
  3.37052997e-03 -3.64109874e-05 -3.67239118e-05  1.24859840e-01
  9.82027501e-04  2.32055783e-04  0.00000000e+00  0.00000000e+00
  3.11486423e-04  3.72529030e-09  3.72529030e-09 -4.65661287e-09
  1.51655823e-03 -1.24536455e-05  8.27535987e-05 -2.06414610e-04
 -1.82539225e-06  4.23006713e-06 -5.67082316e-06 -5.02200797e-04
  0.00000000e+00 -5.58793545e-09  1.66324899e-05  2.18937173e-04
  9.31322575e-10 -9.42498446e-06 -1.40070915e-06 -5.58793545e-09
  4.74974513e-08 -1.36094168e-05  4.25428152e-05  1.16825104e-04
  9.49949026e-07 -6.95921481e-05 -7.78213143e-05  1.99344754e-03
 -3.05986963e-04  4.19889577e-04 -7.11306930e-05  1.86264515e-09
  1.80462375e-05 -7.90134072e-06  8.93883407e-06 -6.52617775e-04
 -2.79480591e-05 -8.45811330e-04 -1.56406313e-05 -2.64473259e-04
  6.64391555e-05  1.60016119e-04 -2.79461965e-05 -1.86264515e-09
  1.70522481e-01  1.35055743e-05 -2.53114849e-05  5.33498824e-05
  1.00843608e-05 -1.86264515e-09 -7.73813576e-04 -3.97533178e-04
 -1.90472230e-04  5.64351678e-04 -1.39698386e-09  9.09026712e-05
  5.93831763e-04  3.65190208e-05 -4.29008156e-04  9.31322575e-10
 -1.08266249e-06  3.70526686e-06 -2.73389742e-06  5.58793545e-09
  0.00000000e+00  4.20063734e-05  9.38861631e-05  3.30768526e-05
 -6.88504428e-04 -2.68518925e-05 -4.67337668e-05  1.06355421e-01
  1.20375447e-01 -4.26184386e-04  1.24935597e-01  9.31322575e-10
 -3.47774476e-05  1.52205583e-04  3.72529030e-09  1.86264515e-09
 -2.66772695e-05 -4.37088311e-05 -9.48365778e-06 -1.11199915e-05
 -3.29600647e-04  8.88183713e-05  6.72880560e-07  0.00000000e+00
  3.07336450e-08 -3.73117626e-04 -7.45058060e-09 -1.52089074e-03
 -1.52089074e-03  1.65211037e-03 -4.01576981e-05 -4.01614234e-05
 -3.47774476e-05 -3.66591848e-05 -3.47774476e-05  0.00000000e+00
  5.58793545e-09 -9.01781023e-05 -6.45145774e-05  1.20375440e-01
 -5.52721322e-05  1.86264515e-09  9.31322575e-10  1.52205583e-04
  3.42504121e-04 -2.79070809e-04 -7.81938434e-06 -1.86264515e-09
  9.31322575e-09  4.49842773e-05 -2.79396772e-09  6.72880560e-07
  3.07336450e-08  1.71363354e-07  1.65211037e-03  4.14565764e-03
 -1.64024532e-05  1.23307109e-06 -5.09205507e-04  2.64812261e-05
  9.36444849e-07 -1.27479434e-05  5.78910112e-05  4.00692225e-05
  1.86264515e-09  1.86264515e-09  1.86264515e-09 -8.91238451e-05
 -5.66989183e-06  6.64442778e-05  1.90999359e-04  0.00000000e+00
 -4.42592427e-04]"
